Paediatric Reference Ranges for Spirometry: NHANES III update (2008),FEV1(litre),,,,,,FVC (litre),,,,,,FEV1FVC (1),,,,,,FEF2575 (L/s),,,,,,FEV075(litre),,,,,,FEV075FVC(1),,,,,
Age,Male,,,Female,,,Male,,,Female,,,Male,,,Female,,,Male,,,Female,,,Male,,,Female,,,Male,,,Female,,
(year),L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s
log link,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
log ht,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
coef  int,0,-11.1047846,-1.8009382,0,-10.27933984,-1.84729705,0,-11.6896501,-1.5853657,0,-11.0342204,-1.7676323,0,0.31380402,-3.3908484,0,0.4997604,-3.3947455,0,-7.95395119,-1.425505251,0,-6.5826187,-1.9445366,0,-9.60339929,-2.031934459,0,-10.15756031,-1.87804691,0,0.20914934,-2.40932579,0,0.58617016,-2.592107671
Height  cm,0,2.3395048,0,0,2.19870726,0,0,2.4365084,0,0,2.334112,0,0,-0.03323328,0,0,-0.0793916,0,0,1.80700694,0,0,1.6133475,0,0,2.0222263,0,0,2.13863145,0,0,-0.03715605,0,0,-0.13216689,0
coef age,0,0.148912,-0.1248596,0,0.03408397,-0.08155572,0,0.2795876,-0.2470621,0,0.1453117,-0.123112,0,-0.1504137,0.3696677,0,-0.1185497,0.3266679,0,-0.00490018,0.004887173,0,-0.2679831,0.2871433,0,0.02676122,-0.008781346,0,0.02140254,-0.02476799,0,-0.1027656,-0.04491048,0,-0.04523984,0.007361615
77,1,-0.3672159093,0.4076849577,1,-0.2931265537,0.195890102,1,-0.340699903,0.4031247052,1,-0.2640008426,0.3694796136,4.04764836,0.009504262705,-0.06477093816,4.087730952,-0.008689073876,0.08049319932,0.4537644682,-0.3943616357,0.2328618852,0.5265980809,-0.3523003781,0.2337968626,,,,,,,,,,,,
77.25,1,-0.3703540452,0.4102671986,1,-0.2959027688,0.1973946764,1,-0.3436313781,0.4053713585,1,-0.2665882464,0.3727988542,4.04764836,0.009652595563,-0.0646426399,4.087730952,-0.008500702326,0.08206431189,0.4537644682,-0.3976804494,0.2358342413,0.5265980809,-0.3556109007,0.2361195951,,,,,,,,,,,,
77.5,1,-0.3734833502,0.4128431486,1,-0.298674481,0.1988957083,1,-0.3465529367,0.407612691,1,-0.2691709425,0.3761100828,4.04764836,0.00980208792,-0.06451433763,4.087730952,-0.008313007701,0.08363179264,0.4537644682,-0.400955299,0.2388058558,0.5265980809,-0.3589142697,0.2384371045,,,,,,,,,,,,
77.75,1,-0.3766038666,0.415412833,1,-0.301441424,0.2003932097,1,-0.3494646122,0.4098487156,1,-0.2717487388,0.3794133612,4.04764836,0.009952589042,-0.06438606078,4.087730952,-0.00812597165,0.08519564345,0.4537644682,-0.4041911655,0.2417765254,0.5265980809,-0.3622104288,0.2407493959,,,,,,,,,,,,
78,1,-0.3797156361,0.417976277,1,-0.3042033353,0.2018871923,1,-0.3523664374,0.4120794448,1,-0.2743214461,0.3827087506,4.04764836,0.01010395033,-0.06425783835,4.087730952,-0.007939576064,0.08675586629,0.4537644682,-0.4073930298,0.2447460468,0.5265980809,-0.3654993228,0.2430564745,,,,,,,,,,,,
78.25,1,-0.3828187278,0.4205335083,1,-0.3069599756,0.2033776677,1,-0.3552585096,0.4143048926,1,-0.2768888928,0.38599631,4.04764836,0.01025602587,-0.06412969893,4.087730952,-0.007753801485,0.08831246415,0.4537644682,-0.4105656484,0.2477142788,0.5265980809,-0.3687809011,0.2453583425,,,,,,,,,,,,
78.5,1,-0.3859133195,0.4230845666,1,-0.3097111848,0.204864646,1,-0.3581411812,0.4165250779,1,-0.2794509682,0.3892760904,4.04764836,0.01040867408,-0.06400167065,4.087730952,-0.007568622362,0.0898654438,0.4537644682,-0.4137128789,0.2506813286,0.5265980809,-0.3720551291,0.2476549913,,,,,,,,,,,,
78.75,1,-0.3889996142,0.4256294937,1,-0.312456824,0.2063481371,1,-0.3610148641,0.4187400207,1,-0.2820075781,0.392548141,4.04764836,0.01056175599,-0.06387378125,4.087730952,-0.007384011901,0.09141481298,0.4537644682,-0.4168383541,0.2536473653,0.5265980809,-0.3753219768,0.2499464094,,,,,,,,,,,,
79,1,-0.3920778121,0.4281683314,1,-0.3151967567,0.2078281509,1,-0.3638799644,0.420949741,1,-0.2845586297,0.3958125102,4.04764836,0.01071513455,-0.06374605806,4.087730952,-0.007199943674,0.09296057943,0.4537644682,-0.4199457071,0.2566125582,0.5265980809,-0.3785814149,0.2522325858,,,,,,,,,,,,
79.25,1,-0.3951481111,0.4307011209,1,-0.3179308483,0.2093046969,1,-0.3667368828,0.4231542586,1,-0.2871040353,0.3990692407,4.04764836,0.01086867467,-0.06361852802,4.087730952,-0.00701639208,0.09450274998,0.4537644682,-0.4230385709,0.2595770766,0.5265980809,-0.381833414,0.2545135094,,,,,,,,,,,,
79.5,1,-0.3982107063,0.4332279029,1,-0.3206589666,0.2107777843,1,-0.3695860148,0.4253535932,1,-0.2896437223,0.4023183536,4.04764836,0.01102224316,-0.06349121769,4.087730952,-0.006833333734,0.0960413279,0.4537644682,-0.4261205783,0.2625410896,0.5265980809,-0.3850779432,0.2567891674,,,,,,,,,,,,
79.75,1,-0.4012657904,0.4357487179,1,-0.3233809812,0.2122474216,1,-0.3724277502,0.4275477644,1,-0.2921776231,0.4055598644,4.04764836,0.0111757087,-0.06336415324,4.087730952,-0.006650746034,0.09757631564,0.4537644682,-0.4291953624,0.2655047665,0.5265980809,-0.3883149716,0.2590595472,,,,,,,,,,,,
80,1,-0.4043135535,0.438263606,1,-0.326096764,0.2137136179,1,-0.3752624739,0.4297367917,1,-0.2947056709,0.4087937889,4.04764836,0.01132894182,-0.06323736046,4.087730952,-0.006468606684,0.09910771571,0.4537644682,-0.432266556,0.2684682766,0.5265980809,-0.391544469,0.2613246364,,,,,,,,,,,,
